#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MVK	PDSS1	9606.ENSP00000228510	9606.ENSP00000365388	0.099	0	0	0	0.109	0	0	0.426	0.499
MVK	ZNF408	9606.ENSP00000228510	9606.ENSP00000309606	0	0	0	0	0.075	0	0.129	0.429	0.500
MVK	COQ2	9606.ENSP00000228510	9606.ENSP00000310873	0.231	0	0	0	0	0	0	0.434	0.546
MVK	TRNT1	9606.ENSP00000228510	9606.ENSP00000251607	0	0	0	0	0.042	0.435	0	0.295	0.585
MVK	DHDDS	9606.ENSP00000228510	9606.ENSP00000353104	0.103	0	0	0	0.096	0	0	0.558	0.611
NEK2	RD3	9606.ENSP00000355966	9606.ENSP00000355969	0	0	0	0	0	0	0	0.407	0.407
NEK2	KIF3B	9606.ENSP00000355966	9606.ENSP00000364864	0	0	0	0	0.067	0	0	0.446	0.461
NEUROD1	CRX	9606.ENSP00000295108	9606.ENSP00000221996	0	0	0	0	0.052	0	0	0.759	0.762
NEUROD1	CERKL	9606.ENSP00000295108	9606.ENSP00000341159	0	0	0	0	0.111	0	0	0.513	0.548
NEUROD1	NR2E3	9606.ENSP00000295108	9606.ENSP00000482504	0	0	0	0	0.067	0	0	0.667	0.676
NR2E3	IMPG2	9606.ENSP00000482504	9606.ENSP00000193391	0	0	0	0	0	0	0	0.742	0.742
NR2E3	CRX	9606.ENSP00000482504	9606.ENSP00000221996	0	0	0	0	0.150	0.329	0	0.955	0.972
NR2E3	TULP1	9606.ENSP00000482504	9606.ENSP00000229771	0	0	0	0	0.124	0	0	0.745	0.767
NR2E3	GUCA1B	9606.ENSP00000482504	9606.ENSP00000230361	0	0	0	0	0.103	0.045	0	0.689	0.710
NR2E3	REEP6	9606.ENSP00000482504	9606.ENSP00000233596	0	0	0	0	0	0	0	0.482	0.482
NR2E3	CNGB1	9606.ENSP00000482504	9606.ENSP00000251102	0	0	0	0	0.074	0	0	0.731	0.740
NR2E3	GUCY2D	9606.ENSP00000482504	9606.ENSP00000254854	0	0	0	0	0.146	0	0	0.479	0.536
NR2E3	PDE6A	9606.ENSP00000482504	9606.ENSP00000255266	0	0	0	0	0.082	0	0	0.759	0.769
NR2E3	RPE65	9606.ENSP00000482504	9606.ENSP00000262340	0	0	0	0	0.054	0	0	0.770	0.773
NR2E3	RLBP1	9606.ENSP00000482504	9606.ENSP00000268125	0	0	0	0	0.066	0.067	0	0.599	0.620
NR2E3	ROM1	9606.ENSP00000482504	9606.ENSP00000278833	0	0	0	0	0.106	0	0	0.623	0.649
NR2E3	C8orf37	9606.ENSP00000482504	9606.ENSP00000286688	0	0	0	0	0	0	0	0.435	0.435
NR2E3	NEUROD1	9606.ENSP00000482504	9606.ENSP00000295108	0	0	0	0	0.067	0	0	0.667	0.676
NR2E3	MERTK	9606.ENSP00000482504	9606.ENSP00000295408	0	0	0	0	0	0.071	0	0.561	0.575
NR2E3	RHO	9606.ENSP00000482504	9606.ENSP00000296271	0	0	0	0	0.151	0	0	0.826	0.846
NR2E3	RP9	9606.ENSP00000482504	9606.ENSP00000297157	0	0	0	0	0	0.046	0	0.690	0.691
NR2E3	CA4	9606.ENSP00000482504	9606.ENSP00000300900	0	0	0	0	0.068	0.041	0	0.544	0.556
NR2E3	USH2A	9606.ENSP00000482504	9606.ENSP00000305941	0	0	0	0	0.047	0.051	0	0.581	0.587
NR2E3	SNRNP200	9606.ENSP00000482504	9606.ENSP00000317123	0	0	0	0	0	0	0	0.667	0.667
NR2E3	ZNF513	9606.ENSP00000482504	9606.ENSP00000318373	0	0	0	0	0.048	0.067	0	0.681	0.692
NR2E3	PDE6G	9606.ENSP00000482504	9606.ENSP00000328412	0	0	0	0	0.067	0	0	0.648	0.657
NR2E3	CLRN1	9606.ENSP00000482504	9606.ENSP00000329158	0	0	0	0	0.049	0	0	0.448	0.452
NR2E3	PCARE	9606.ENSP00000482504	9606.ENSP00000332809	0	0	0	0	0.116	0	0	0.724	0.745
NR2E3	FSCN2	9606.ENSP00000482504	9606.ENSP00000334665	0	0	0	0	0.074	0	0	0.727	0.736
NR2E3	LRAT	9606.ENSP00000482504	9606.ENSP00000337224	0	0	0	0	0.044	0	0	0.447	0.448
NR2E3	CERKL	9606.ENSP00000482504	9606.ENSP00000341159	0	0	0	0	0.087	0.042	0	0.754	0.766
NR2E3	SAMD11	9606.ENSP00000482504	9606.ENSP00000342313	0	0	0	0	0	0.051	0	0.403	0.409
NR2E3	KLHL7	9606.ENSP00000482504	9606.ENSP00000343273	0	0	0	0	0	0	0	0.684	0.684
NR2E3	IMPDH1	9606.ENSP00000482504	9606.ENSP00000345096	0	0	0	0	0	0	0	0.708	0.708
NR2E3	RGR	9606.ENSP00000482504	9606.ENSP00000352427	0	0	0	0	0.104	0	0	0.379	0.420
NR2E3	DHDDS	9606.ENSP00000482504	9606.ENSP00000353104	0	0	0	0	0	0	0	0.432	0.432
NR2E3	TOPORS	9606.ENSP00000482504	9606.ENSP00000353735	0	0	0	0	0	0	0	0.715	0.715
NR2E3	RD3	9606.ENSP00000482504	9606.ENSP00000355969	0	0	0	0	0.042	0	0	0.609	0.609
NR2E3	SEMA4A	9606.ENSP00000482504	9606.ENSP00000357265	0	0	0	0	0	0	0	0.596	0.596
NR2E3	ABCA4	9606.ENSP00000482504	9606.ENSP00000359245	0	0	0	0	0.067	0.049	0	0.709	0.719
NR2E3	EYS	9606.ENSP00000482504	9606.ENSP00000359655	0	0	0	0	0	0.050	0	0.759	0.761
NR2E3	CACNA1F	9606.ENSP00000482504	9606.ENSP00000365441	0	0	0	0	0.082	0	0	0.424	0.449
NR2E3	RP1L1	9606.ENSP00000482504	9606.ENSP00000371923	0	0	0	0	0.093	0	0	0.521	0.547
NR2E3	SPATA7	9606.ENSP00000482504	9606.ENSP00000377176	0	0	0	0	0.055	0	0	0.419	0.427
NR2E3	RPGRIP1	9606.ENSP00000482504	9606.ENSP00000382895	0	0	0	0	0.244	0.045	0	0.475	0.588
NR2E3	CNGA1	9606.ENSP00000482504	9606.ENSP00000384264	0	0	0	0	0.066	0.045	0	0.733	0.741
NR2E3	FAM161A	9606.ENSP00000482504	9606.ENSP00000385158	0	0	0	0	0.046	0	0	0.541	0.543
NR2E3	BEST1	9606.ENSP00000482504	9606.ENSP00000399709	0	0	0	0	0	0.045	0	0.667	0.668
NR2E3	PDE6B	9606.ENSP00000482504	9606.ENSP00000420295	0	0	0	0	0.088	0	0	0.698	0.713
NR2E3	PROM1	9606.ENSP00000482504	9606.ENSP00000426809	0	0	0	0	0	0	0	0.493	0.493
NR2E3	CEP290	9606.ENSP00000482504	9606.ENSP00000448012	0	0	0	0	0	0.051	0	0.482	0.487
NR2E3	RDH12	9606.ENSP00000482504	9606.ENSP00000449079	0	0	0	0	0.055	0	0	0.734	0.738
NR2E3	RAX2	9606.ENSP00000482504	9606.ENSP00000450456	0	0	0	0	0.060	0	0	0.510	0.520
NR2E3	NRL	9606.ENSP00000482504	9606.ENSP00000454062	0	0	0	0	0.045	0.322	0	0.935	0.954
NR2E3	RBP3	9606.ENSP00000482504	9606.ENSP00000463151	0	0	0	0	0.139	0	0	0.349	0.415
NR2E3	PRCD	9606.ENSP00000482504	9606.ENSP00000467661	0	0	0	0	0	0	0	0.742	0.742
NR2E3	TTC8	9606.ENSP00000482504	9606.ENSP00000482306	0	0	0	0	0.045	0.125	0	0.577	0.615
NR2E3	IDH3B	9606.ENSP00000482504	9606.ENSP00000482773	0	0	0	0	0	0	0	0.635	0.635
NR2E3	RPGR	9606.ENSP00000482504	9606.ENSP00000495537	0	0	0	0	0	0	0	0.721	0.721
NRL	IMPG2	9606.ENSP00000454062	9606.ENSP00000193391	0	0	0	0	0	0	0	0.733	0.733
NRL	RP1	9606.ENSP00000454062	9606.ENSP00000220676	0	0	0	0	0	0	0	0.447	0.447
NRL	CRX	9606.ENSP00000454062	9606.ENSP00000221996	0	0	0	0	0.062	0.322	0	0.985	0.990
NRL	TULP1	9606.ENSP00000454062	9606.ENSP00000229771	0	0	0	0	0.065	0	0	0.683	0.690
NRL	GUCA1B	9606.ENSP00000454062	9606.ENSP00000230361	0	0	0	0	0.058	0	0	0.710	0.715
NRL	CNGB1	9606.ENSP00000454062	9606.ENSP00000251102	0	0	0	0	0	0	0	0.711	0.711
NRL	GUCY2D	9606.ENSP00000454062	9606.ENSP00000254854	0	0	0	0	0.049	0	0	0.504	0.508
NRL	PDE6A	9606.ENSP00000454062	9606.ENSP00000255266	0	0	0	0	0.084	0	0	0.731	0.743
NRL	RPE65	9606.ENSP00000454062	9606.ENSP00000262340	0	0	0	0	0.042	0	0	0.798	0.798
NRL	RLBP1	9606.ENSP00000454062	9606.ENSP00000268125	0	0	0	0	0.042	0	0	0.570	0.570
NRL	ROM1	9606.ENSP00000454062	9606.ENSP00000278833	0	0	0	0	0.131	0	0	0.668	0.699
NRL	C8orf37	9606.ENSP00000454062	9606.ENSP00000286688	0	0	0	0	0	0	0	0.446	0.446
NRL	MERTK	9606.ENSP00000454062	9606.ENSP00000295408	0	0	0	0	0	0	0	0.574	0.574
NRL	RHO	9606.ENSP00000454062	9606.ENSP00000296271	0	0	0	0	0.175	0	0	0.871	0.889
NRL	RP9	9606.ENSP00000454062	9606.ENSP00000297157	0	0	0	0	0	0	0	0.738	0.738
NRL	CA4	9606.ENSP00000454062	9606.ENSP00000300900	0	0	0	0	0.055	0	0	0.590	0.596
NRL	USH2A	9606.ENSP00000454062	9606.ENSP00000305941	0	0	0	0	0.047	0	0	0.550	0.553
NRL	SNRNP200	9606.ENSP00000454062	9606.ENSP00000317123	0	0	0	0	0	0	0	0.616	0.616
NRL	ZNF513	9606.ENSP00000454062	9606.ENSP00000318373	0	0	0	0	0	0.045	0	0.682	0.683
NRL	PDE6G	9606.ENSP00000454062	9606.ENSP00000328412	0	0	0	0	0.049	0	0	0.718	0.720
NRL	CLRN1	9606.ENSP00000454062	9606.ENSP00000329158	0	0	0	0	0	0	0	0.430	0.430
NRL	PCARE	9606.ENSP00000454062	9606.ENSP00000332809	0	0	0	0	0.056	0	0	0.665	0.670
NRL	FSCN2	9606.ENSP00000454062	9606.ENSP00000334665	0	0	0	0	0.061	0	0	0.812	0.815
NRL	LRAT	9606.ENSP00000454062	9606.ENSP00000337224	0	0	0	0	0	0	0	0.686	0.686
NRL	CERKL	9606.ENSP00000454062	9606.ENSP00000341159	0	0	0	0	0	0	0	0.683	0.683
NRL	KLHL7	9606.ENSP00000454062	9606.ENSP00000343273	0	0	0	0	0	0	0	0.634	0.634
NRL	IMPDH1	9606.ENSP00000454062	9606.ENSP00000345096	0	0	0	0	0	0	0	0.720	0.720
NRL	RGR	9606.ENSP00000454062	9606.ENSP00000352427	0	0	0	0	0	0	0	0.441	0.441
NRL	DHDDS	9606.ENSP00000454062	9606.ENSP00000353104	0	0	0	0	0	0	0	0.447	0.447
NRL	TOPORS	9606.ENSP00000454062	9606.ENSP00000353735	0	0	0	0	0	0	0	0.684	0.684
NRL	SEMA4A	9606.ENSP00000454062	9606.ENSP00000357265	0	0	0	0	0	0	0	0.587	0.587
NRL	ABCA4	9606.ENSP00000454062	9606.ENSP00000359245	0	0	0	0	0.042	0	0	0.581	0.581
NRL	EYS	9606.ENSP00000454062	9606.ENSP00000359655	0	0	0	0	0	0	0	0.727	0.727
NRL	SPATA7	9606.ENSP00000454062	9606.ENSP00000377176	0	0	0	0	0	0	0	0.446	0.446
NRL	RPGRIP1	9606.ENSP00000454062	9606.ENSP00000382895	0	0	0	0	0.044	0	0	0.543	0.545
NRL	CNGA1	9606.ENSP00000454062	9606.ENSP00000384264	0	0	0	0	0.042	0	0	0.710	0.710
NRL	FAM161A	9606.ENSP00000454062	9606.ENSP00000385158	0	0	0	0	0.054	0	0	0.507	0.513
NRL	SAG	9606.ENSP00000454062	9606.ENSP00000386444	0	0	0	0	0.152	0	0	0.397	0.467
NRL	BEST1	9606.ENSP00000454062	9606.ENSP00000399709	0	0	0	0	0	0	0	0.660	0.660
NRL	PDE6B	9606.ENSP00000454062	9606.ENSP00000420295	0	0	0	0	0	0	0	0.779	0.779
NRL	CEP290	9606.ENSP00000454062	9606.ENSP00000448012	0	0	0	0	0	0	0	0.462	0.462
NRL	RDH12	9606.ENSP00000454062	9606.ENSP00000449079	0	0	0	0	0.058	0	0	0.686	0.691
NRL	RAX2	9606.ENSP00000454062	9606.ENSP00000450456	0	0	0	0	0	0.053	0	0.651	0.655
NRL	TTC8	9606.ENSP00000454062	9606.ENSP00000482306	0	0	0	0	0	0	0	0.419	0.418
NRL	RBP3	9606.ENSP00000454062	9606.ENSP00000463151	0	0	0	0	0.084	0	0	0.526	0.548
NRL	IDH3B	9606.ENSP00000454062	9606.ENSP00000482773	0	0	0	0	0	0	0	0.615	0.615
NRL	PRCD	9606.ENSP00000454062	9606.ENSP00000467661	0	0	0	0	0.042	0	0	0.685	0.685
NRL	RPGR	9606.ENSP00000454062	9606.ENSP00000495537	0	0	0	0	0	0	0	0.690	0.690
NRL	NR2E3	9606.ENSP00000454062	9606.ENSP00000482504	0	0	0	0	0.045	0.322	0	0.935	0.954
OFD1	TULP1	9606.ENSP00000344314	9606.ENSP00000229771	0	0	0	0	0	0	0	0.574	0.574
OFD1	BBS2	9606.ENSP00000344314	9606.ENSP00000245157	0	0	0	0	0.080	0	0	0.537	0.556
OFD1	CNGB1	9606.ENSP00000344314	9606.ENSP00000251102	0	0	0	0	0	0	0	0.422	0.422
OFD1	IFT172	9606.ENSP00000344314	9606.ENSP00000260570	0	0	0	0	0.045	0	0	0.859	0.860
OFD1	C8orf37	9606.ENSP00000344314	9606.ENSP00000286688	0	0	0	0	0.049	0	0	0.616	0.619
OFD1	RP9	9606.ENSP00000344314	9606.ENSP00000297157	0	0	0	0	0.049	0.292	0	0.320	0.502
OFD1	USH2A	9606.ENSP00000344314	9606.ENSP00000305941	0	0	0	0	0	0	0	0.633	0.633
OFD1	BBS1	9606.ENSP00000344314	9606.ENSP00000317469	0	0	0	0	0.064	0.106	0	0.631	0.664
OFD1	ZNF513	9606.ENSP00000344314	9606.ENSP00000318373	0	0	0	0	0.054	0.091	0	0.392	0.432
OFD1	PCARE	9606.ENSP00000344314	9606.ENSP00000332809	0	0	0	0	0	0	0	0.440	0.440
OFD1	TMEM216	9606.ENSP00000344314	9606.ENSP00000334844	0	0	0	0	0	0	0	0.875	0.875
OFD1	PRCD	9606.ENSP00000344314	9606.ENSP00000467661	0	0	0	0	0	0	0	0.400	0.400
OFD1	KIF3B	9606.ENSP00000344314	9606.ENSP00000364864	0	0	0	0	0.047	0.079	0	0.379	0.408
OFD1	EYS	9606.ENSP00000344314	9606.ENSP00000359655	0	0	0	0	0	0.098	0	0.372	0.409
OFD1	INPP5E	9606.ENSP00000344314	9606.ENSP00000360777	0	0	0	0	0.106	0	0.098	0.348	0.429
OFD1	TTC8	9606.ENSP00000344314	9606.ENSP00000482306	0	0	0	0	0	0.054	0	0.432	0.440
OFD1	IFT140	9606.ENSP00000344314	9606.ENSP00000406012	0	0	0	0	0.049	0	0	0.477	0.481
OFD1	RPGRIP1	9606.ENSP00000344314	9606.ENSP00000382895	0	0	0	0	0	0.089	0	0.463	0.490
OFD1	WDR19	9606.ENSP00000344314	9606.ENSP00000382717	0	0	0	0	0.083	0	0	0.491	0.513
OFD1	FAM161A	9606.ENSP00000344314	9606.ENSP00000385158	0	0	0	0	0.042	0.054	0	0.515	0.522
OFD1	TBC1D32	9606.ENSP00000344314	9606.ENSP00000381270	0	0	0	0	0.084	0	0	0.507	0.529
OFD1	CEP162	9606.ENSP00000344314	9606.ENSP00000385215	0	0	0	0	0.071	0.292	0	0.375	0.553
OFD1	RPGR	9606.ENSP00000344314	9606.ENSP00000495537	0	0	0	0	0.174	0.047	0	0.680	0.726
OFD1	LCA5	9606.ENSP00000344314	9606.ENSP00000376686	0	0	0	0	0	0.292	0	0.803	0.854
OFD1	CC2D2A	9606.ENSP00000344314	9606.ENSP00000403465	0	0	0	0	0	0.292	0	0.833	0.877
OFD1	CEP290	9606.ENSP00000344314	9606.ENSP00000448012	0	0	0	0	0.086	0.292	0	0.859	0.901
PCARE	IMPG2	9606.ENSP00000332809	9606.ENSP00000193391	0	0	0	0	0.047	0	0	0.840	0.841
PCARE	CRX	9606.ENSP00000332809	9606.ENSP00000221996	0	0	0	0	0.200	0	0	0.647	0.705
PCARE	TULP1	9606.ENSP00000332809	9606.ENSP00000229771	0	0	0	0	0.087	0	0	0.778	0.788
PCARE	GUCA1B	9606.ENSP00000332809	9606.ENSP00000230361	0	0	0	0	0.200	0	0	0.727	0.772
PCARE	CNGB1	9606.ENSP00000332809	9606.ENSP00000251102	0	0	0	0	0.087	0	0	0.776	0.786
PCARE	GUCY2D	9606.ENSP00000332809	9606.ENSP00000254854	0	0	0	0	0.123	0	0	0.478	0.522
PCARE	PDE6A	9606.ENSP00000332809	9606.ENSP00000255266	0	0	0	0	0.114	0	0	0.781	0.797
PCARE	RPE65	9606.ENSP00000332809	9606.ENSP00000262340	0	0	0	0	0.071	0	0	0.691	0.700
PCARE	RLBP1	9606.ENSP00000332809	9606.ENSP00000268125	0	0	0	0	0.060	0	0	0.432	0.443
PCARE	ROM1	9606.ENSP00000332809	9606.ENSP00000278833	0	0	0	0	0.144	0	0	0.700	0.732
PCARE	C8orf37	9606.ENSP00000332809	9606.ENSP00000286688	0	0	0	0	0	0	0	0.581	0.581
PCARE	MERTK	9606.ENSP00000332809	9606.ENSP00000295408	0	0	0	0	0.051	0	0	0.616	0.620
PCARE	RHO	9606.ENSP00000332809	9606.ENSP00000296271	0	0	0	0	0.387	0	0	0.507	0.685
PCARE	RP9	9606.ENSP00000332809	9606.ENSP00000297157	0	0	0	0	0	0	0	0.739	0.739
PCARE	CA4	9606.ENSP00000332809	9606.ENSP00000300900	0	0	0	0	0	0	0	0.584	0.584
PCARE	USH2A	9606.ENSP00000332809	9606.ENSP00000305941	0	0	0	0	0.064	0	0	0.603	0.612
PCARE	SNRNP200	9606.ENSP00000332809	9606.ENSP00000317123	0	0	0	0	0	0	0	0.702	0.702
PCARE	ZNF513	9606.ENSP00000332809	9606.ENSP00000318373	0	0	0	0	0	0	0	0.801	0.801
PCARE	PDE6G	9606.ENSP00000332809	9606.ENSP00000328412	0	0	0	0	0.106	0	0	0.779	0.793
PCARE	CLRN1	9606.ENSP00000332809	9606.ENSP00000329158	0	0	0	0	0.082	0	0	0.595	0.612
PCARE	RD3	9606.ENSP00000332809	9606.ENSP00000355969	0	0	0	0	0.193	0	0	0.290	0.403
PCARE	LRAT	9606.ENSP00000332809	9606.ENSP00000337224	0	0	0	0	0	0	0	0.417	0.416
PCARE	OFD1	9606.ENSP00000332809	9606.ENSP00000344314	0	0	0	0	0	0	0	0.440	0.440
PCARE	LCA5	9606.ENSP00000332809	9606.ENSP00000376686	0	0	0	0	0	0	0	0.463	0.463
PCARE	RPGRIP1	9606.ENSP00000332809	9606.ENSP00000382895	0	0	0	0	0.103	0	0	0.447	0.482
PCARE	PROM1	9606.ENSP00000332809	9606.ENSP00000426809	0	0	0	0	0	0	0	0.527	0.527
PCARE	DHDDS	9606.ENSP00000332809	9606.ENSP00000353104	0	0	0	0	0	0	0	0.570	0.570
PCARE	FAM161A	9606.ENSP00000332809	9606.ENSP00000385158	0	0	0	0	0	0	0	0.645	0.645
PCARE	RP1L1	9606.ENSP00000332809	9606.ENSP00000371923	0	0	0	0	0.145	0	0	0.610	0.652
PCARE	SPATA7	9606.ENSP00000332809	9606.ENSP00000377176	0	0	0	0	0	0	0	0.670	0.670
PCARE	NRL	9606.ENSP00000332809	9606.ENSP00000454062	0	0	0	0	0.056	0	0	0.665	0.670
PCARE	KLHL7	9606.ENSP00000332809	9606.ENSP00000343273	0	0	0	0	0	0	0	0.681	0.681
PCARE	BEST1	9606.ENSP00000332809	9606.ENSP00000399709	0	0	0	0	0	0	0	0.687	0.687
PCARE	SEMA4A	9606.ENSP00000332809	9606.ENSP00000357265	0	0	0	0	0	0	0	0.688	0.688
PCARE	IMPDH1	9606.ENSP00000332809	9606.ENSP00000345096	0	0	0	0	0	0	0	0.701	0.701
PCARE	PDE6B	9606.ENSP00000332809	9606.ENSP00000420295	0	0	0	0	0.109	0	0	0.681	0.703
PCARE	IDH3B	9606.ENSP00000332809	9606.ENSP00000482773	0	0	0	0	0	0	0	0.719	0.719
PCARE	TOPORS	9606.ENSP00000332809	9606.ENSP00000353735	0	0	0	0	0	0	0	0.740	0.740
PCARE	NR2E3	9606.ENSP00000332809	9606.ENSP00000482504	0	0	0	0	0.116	0	0	0.724	0.745
PCARE	TTC8	9606.ENSP00000332809	9606.ENSP00000482306	0	0	0	0	0	0	0	0.746	0.746
PCARE	RPGR	9606.ENSP00000332809	9606.ENSP00000495537	0	0	0	0	0	0	0	0.748	0.748
PCARE	FSCN2	9606.ENSP00000332809	9606.ENSP00000334665	0	0	0	0	0	0	0	0.760	0.760
PCARE	ABCA4	9606.ENSP00000332809	9606.ENSP00000359245	0	0	0	0	0.087	0	0	0.749	0.761
PCARE	RDH12	9606.ENSP00000332809	9606.ENSP00000449079	0	0	0	0	0.069	0	0	0.783	0.789
PCARE	CNGA1	9606.ENSP00000332809	9606.ENSP00000384264	0	0	0	0	0.109	0	0	0.774	0.790
PCARE	CERKL	9606.ENSP00000332809	9606.ENSP00000341159	0	0	0	0	0	0	0	0.805	0.805
PCARE	PRCD	9606.ENSP00000332809	9606.ENSP00000467661	0	0	0	0	0.044	0	0	0.832	0.832
PCARE	EYS	9606.ENSP00000332809	9606.ENSP00000359655	0	0	0	0	0	0	0	0.841	0.841
PDE6A	IMPG2	9606.ENSP00000255266	9606.ENSP00000193391	0	0	0	0	0.049	0	0	0.779	0.780
PDE6A	CRX	9606.ENSP00000255266	9606.ENSP00000221996	0	0	0	0	0.263	0	0	0.720	0.784
PDE6A	TULP1	9606.ENSP00000255266	9606.ENSP00000229771	0	0	0	0	0.068	0	0	0.801	0.806
PDE6A	GUCA1B	9606.ENSP00000255266	9606.ENSP00000230361	0	0	0	0	0.121	0	0	0.772	0.791
PDE6A	REEP6	9606.ENSP00000255266	9606.ENSP00000233596	0	0	0	0	0	0	0	0.418	0.418
PDE6A	CNGB1	9606.ENSP00000255266	9606.ENSP00000251102	0	0	0	0	0.114	0.091	0.500	0.851	0.932
PDE6A	GUCY2D	9606.ENSP00000255266	9606.ENSP00000254854	0	0	0	0	0.100	0.126	0.691	0.604	0.891
PDE6A	CEP290	9606.ENSP00000255266	9606.ENSP00000448012	0	0	0	0	0.058	0	0	0.394	0.404
PDE6A	RGR	9606.ENSP00000255266	9606.ENSP00000352427	0	0	0	0	0.102	0.046	0	0.420	0.459
PDE6A	C8orf37	9606.ENSP00000255266	9606.ENSP00000286688	0	0	0	0	0	0	0	0.469	0.469
PDE6A	LCA5	9606.ENSP00000255266	9606.ENSP00000376686	0	0	0	0	0	0	0	0.470	0.470
PDE6A	RD3	9606.ENSP00000255266	9606.ENSP00000355969	0	0	0	0	0.062	0.095	0	0.427	0.471
PDE6A	DHDDS	9606.ENSP00000255266	9606.ENSP00000353104	0	0	0	0	0	0	0	0.480	0.480
PDE6A	SAG	9606.ENSP00000255266	9606.ENSP00000386444	0	0	0	0	0.236	0.045	0	0.388	0.515
PDE6A	CLRN1	9606.ENSP00000255266	9606.ENSP00000329158	0	0	0	0	0.060	0	0	0.527	0.536
PDE6A	SPATA7	9606.ENSP00000255266	9606.ENSP00000377176	0	0	0	0	0	0	0	0.543	0.543
PDE6A	LRAT	9606.ENSP00000255266	9606.ENSP00000337224	0	0	0	0	0.064	0	0	0.544	0.554
PDE6A	PROM1	9606.ENSP00000255266	9606.ENSP00000426809	0	0	0	0	0.060	0	0	0.559	0.568
PDE6A	FAM161A	9606.ENSP00000255266	9606.ENSP00000385158	0	0	0	0	0	0	0	0.580	0.580
PDE6A	RLBP1	9606.ENSP00000255266	9606.ENSP00000268125	0	0	0	0	0.044	0	0	0.609	0.610
PDE6A	RPGRIP1	9606.ENSP00000255266	9606.ENSP00000382895	0	0	0	0	0.086	0.062	0	0.584	0.612
PDE6A	CA4	9606.ENSP00000255266	9606.ENSP00000300900	0	0	0	0	0.056	0	0	0.608	0.614
PDE6A	USH2A	9606.ENSP00000255266	9606.ENSP00000305941	0	0	0	0	0.058	0	0	0.620	0.626
PDE6A	SEMA4A	9606.ENSP00000255266	9606.ENSP00000357265	0	0	0	0	0	0	0	0.627	0.627
PDE6A	KLHL7	9606.ENSP00000255266	9606.ENSP00000343273	0	0	0	0	0	0	0	0.648	0.648
PDE6A	MERTK	9606.ENSP00000255266	9606.ENSP00000295408	0	0	0	0	0	0	0	0.666	0.666
PDE6A	TOPORS	9606.ENSP00000255266	9606.ENSP00000353735	0	0	0	0	0	0	0	0.679	0.679
PDE6A	RP1L1	9606.ENSP00000255266	9606.ENSP00000371923	0	0	0	0	0.448	0	0	0.444	0.680
PDE6A	SNRNP200	9606.ENSP00000255266	9606.ENSP00000317123	0	0	0	0	0	0	0	0.682	0.682
PDE6A	TTC8	9606.ENSP00000255266	9606.ENSP00000482306	0	0	0	0	0	0	0	0.701	0.701
PDE6A	IMPDH1	9606.ENSP00000255266	9606.ENSP00000345096	0	0	0	0	0.055	0.107	0	0.674	0.701
PDE6A	IDH3B	9606.ENSP00000255266	9606.ENSP00000482773	0	0	0	0	0	0	0	0.703	0.703
PDE6A	BEST1	9606.ENSP00000255266	9606.ENSP00000399709	0	0	0	0	0.055	0	0	0.698	0.703
PDE6A	RP9	9606.ENSP00000255266	9606.ENSP00000297157	0	0	0	0	0	0	0	0.710	0.710
PDE6A	NRL	9606.ENSP00000255266	9606.ENSP00000454062	0	0	0	0	0.084	0	0	0.731	0.743
PDE6A	ZNF513	9606.ENSP00000255266	9606.ENSP00000318373	0	0	0	0	0	0.048	0	0.746	0.747
PDE6A	FSCN2	9606.ENSP00000255266	9606.ENSP00000334665	0	0	0	0	0	0	0	0.750	0.750
PDE6A	ABCA4	9606.ENSP00000255266	9606.ENSP00000359245	0	0	0	0	0.079	0	0	0.758	0.767
PDE6A	NR2E3	9606.ENSP00000255266	9606.ENSP00000482504	0	0	0	0	0.082	0	0	0.759	0.769
PDE6A	RPGR	9606.ENSP00000255266	9606.ENSP00000495537	0	0	0	0	0.068	0	0	0.769	0.775
PDE6A	RDH12	9606.ENSP00000255266	9606.ENSP00000449079	0	0	0	0	0.069	0.062	0	0.777	0.788
PDE6A	PCARE	9606.ENSP00000255266	9606.ENSP00000332809	0	0	0	0	0.114	0	0	0.781	0.797
PDE6A	ROM1	9606.ENSP00000255266	9606.ENSP00000278833	0	0	0	0	0.201	0	0	0.764	0.803
PDE6A	RHO	9606.ENSP00000255266	9606.ENSP00000296271	0	0	0	0	0.269	0.046	0	0.752	0.812
PDE6A	RPE65	9606.ENSP00000255266	9606.ENSP00000262340	0	0	0	0	0.067	0	0	0.808	0.813
PDE6A	EYS	9606.ENSP00000255266	9606.ENSP00000359655	0	0	0	0	0.153	0.042	0	0.790	0.814
PDE6A	PRCD	9606.ENSP00000255266	9606.ENSP00000467661	0	0	0	0	0	0	0	0.815	0.815
PDE6A	CERKL	9606.ENSP00000255266	9606.ENSP00000341159	0	0	0	0	0.067	0	0	0.821	0.825
PDE6A	CNGA1	9606.ENSP00000255266	9606.ENSP00000384264	0	0	0	0	0.095	0.071	0.500	0.851	0.929
PDE6A	PDE6B	9606.ENSP00000255266	9606.ENSP00000420295	0	0	0.052	0.976	0	0	0.900	0.831	0.982
PDE6A	PDE6G	9606.ENSP00000255266	9606.ENSP00000328412	0	0	0	0	0.071	0.501	0.900	0.979	0.998
